"Accident Year","Accident Date/Time","Cause Category","Cause Subcategory","Net Loss (Barrels)","Barrel loss (%)","Pipeline Location","Pipeline Type","Liquid Type","Liquid Ignition","Liquid Explosion","Pipeline Shutdown","Shutdown_hours","Property Damage Costs","Lost Commodity Costs","Public/Private Property Damage Costs","Emergency Response Costs","Environmental Remediation Costs","Other Costs","All Costs"
2011,"7/27/2011 10:25","MATERIAL/WELD/EQUIP FAILURE","MANUFACTURING-RELATED",0.24,100,"ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO","YES",8.1,35000,0,0,0,0,0,35000
2011,"7/30/2011 7:30","MATERIAL/WELD/EQUIP FAILURE","OTHER EQUIPMENT FAILURE",0,0,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO",NA,0,100,40,0,0,6000,0,6140
2011,"7/30/2011 17:35","MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",0,0,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","NO",0,1000,4240,0,50000,717919,0,773159
2011,"8/1/2011 9:15","MATERIAL/WELD/EQUIP FAILURE","CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0,0,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","NO",0,160000,0,0,50000,40000,0,250000
2015,"9/24/2015 12:45","CORROSION","EXTERNAL",6,100,"ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO","YES",70.85,44975,155,0,250,88909,0,134289
2015,"11/3/2015 11:20","CORROSION","EXTERNAL",6,100,"ONSHORE","UNDERGROUND","CO2 (CARBON DIOXIDE)","NO","NO","YES",17.92,4000,5000,1000,0,0,0,10000
2016,"7/12/2016 12:00","CORROSION","INTERNAL",5.6,100,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","YES",0,15000,224,0,2000,59000,0,76224
2011,"8/8/2011 11:27","OTHER OUTSIDE FORCE DAMAGE","ELECTRICAL ARCING FROM OTHER EQUIPMENT/FACILITY",3.26,100,"ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","YES","NO","YES",93.55,350000,277,1000,40000,20000,0,411277
2011,"8/8/2011 16:00","MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",0,0,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",18,15,507,0,4500,7500,0,12522
2011,"8/10/2011 3:36","MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",0,0,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",4.85,1000,46,0,1000,0,0,2046
2011,"8/10/2011 8:00","MATERIAL/WELD/EQUIP FAILURE","OTHER EQUIPMENT FAILURE",0,0,"ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",25.68,111000,994,0,16000,0,0,127994
2010,"11/9/2010 7:19","CORROSION","INTERNAL",5,5.26,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","YES",1.68,10000,450,26500,5000,50000,0,91950
2011,"8/11/2011 15:18","MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","YES",7.47,0,12,0,0,185,0,197
2011,"8/12/2011 4:10","MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",1,100,"ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO",NA,0,5000,100,0,0,0,0,5100
2011,"7/1/2011 7:00","CORROSION","INTERNAL",5,25,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","YES",148,50000,2000,25000,250000,434000,150000,911000
2011,"12/1/2011 14:27","CORROSION","EXTERNAL",5,100,"ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",78.5,20000,500,0,0,20000,0,40500
2012,"5/17/2012 9:30","CORROSION","EXTERNAL",5,100,"ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","NO",0,6000,600,2000,0,33370,0,41970
2011,"8/13/2011 1:57","NATURAL FORCE DAMAGE","HEAVY RAINS/FLOODS",675,100,"ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",1687.72,7368470,80595,0,135000,85000,0,7669065
2011,"8/16/2011 15:03","OTHER OUTSIDE FORCE DAMAGE","VEHICLE NOT ENGAGED IN EXCAVATION",0,0,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",145.27,18103,0,0,6977,150000,0,175080
2011,"8/17/2011 9:40","NATURAL FORCE DAMAGE","TEMPERATURE",0,0,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","NO",0,1300,0,0,25000,55000,0,81300
2011,"8/17/2011 12:03","EXCAVATION DAMAGE","THIRD PARTY EXCAVATION DAMAGE",2,100,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","NO",0,1500,300,1000,20000,25000,2000,49800
2011,"8/17/2011 19:00","MATERIAL/WELD/EQUIP FAILURE","OTHER EQUIPMENT FAILURE",4.5,100,"ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO","NO",0,2500,229,0,0,0,0,2729
2011,"8/18/2011 8:00","MATERIAL/WELD/EQUIP FAILURE","OTHER EQUIPMENT FAILURE",0,0,"ONSHORE","TANK","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",7.75,0,40,0,312,1800,0,2152
2012,"8/20/2012 8:30","CORROSION","INTERNAL",5,100,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","YES",3,5200,500,0,0,16000,0,21700
2012,"11/23/2012 10:30","CORROSION","INTERNAL",5,25,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","NO",0,5000,500,0,0,10000,0,15500
2011,"8/21/2011 8:45","MATERIAL/WELD/EQUIP FAILURE","FAILURE OF EQUIPMENT BODY",0,0,"ONSHORE","TANK","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",5.25,5000,1500,0,10000,25000,0,41500
2011,"8/22/2011 16:30","MATERIAL/WELD/EQUIP FAILURE","FAILURE OF EQUIPMENT BODY",0.2,100,"ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO","YES",97.03,30000,13,0,0,0,0,30013
2011,"8/23/2011 6:45","MATERIAL/WELD/EQUIP FAILURE","THREADED CONNECTION/COUPLING FAILURE",19.86,100,"ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO","YES",1.45,28,1714,0,0,0,0,1742
2011,"8/23/2011 7:24","MATERIAL/WELD/EQUIP FAILURE","THREADED CONNECTION/COUPLING FAILURE",14,36.84,"ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",13.55,2000,4791,0,15000,388209,0,410000
2011,"8/23/2011 21:55","INCORRECT OPERATION","INCORRECT INSTALLATION",0.24,100,"ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO",NA,0,350,20,0,0,0,1000,1370
2014,"1/13/2014 10:15","CORROSION","INTERNAL",5,33.33,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","NO",0,0,441,0,6000,41300,0,47741
2011,"8/25/2011 7:15","MATERIAL/WELD/EQUIP FAILURE","OTHER EQUIPMENT FAILURE",0.5,100,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","YES",4.17,5,40,0,0,0,0,45
2011,"8/27/2011 5:50","EXCAVATION DAMAGE","THIRD PARTY EXCAVATION DAMAGE",56,100,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","YES",59.53,20000,5040,0,250000,1000000,0,1275040
2011,"8/28/2011 11:30","MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",0,0,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","NO",0,0,20,0,4637,5527,0,10184
2014,"2/21/2014 10:30","CORROSION","INTERNAL",5,33.33,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","NO",0,14120,494,0,13500,13771,0,41885
2014,"2/24/2014 6:43","CORROSION","EXTERNAL",5,100,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","YES",4.28,500,500,1000,3000,10000,0,15000
2011,"8/31/2011 10:08","OTHER OUTSIDE FORCE DAMAGE","VEHICLE NOT ENGAGED IN EXCAVATION",1,100,"ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO","NO",0,100,127,0,0,0,0,227
2011,"8/31/2011 19:05","MATERIAL/WELD/EQUIP FAILURE","DEFECTIVE OR LOOSE TUBING/FITTING",0,0,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO",NA,0,0,0,0,125,100,0,225
2015,"3/11/2015 19:20","CORROSION","EXTERNAL",5,20,"ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",1078.3,87500,210,125000,50000,387755,0,650465
2015,"3/11/2015 19:20","CORROSION","EXTERNAL",5,20,"ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",1078.3,87500,420,125000,50000,387750,0,650670
2015,"4/11/2015 13:51","CORROSION","EXTERNAL",5,100,"ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO","YES",81.53,80000,200,0,0,0,0,80200
2011,"9/5/2011 10:45","EXCAVATION DAMAGE","THIRD PARTY EXCAVATION DAMAGE",120,21.43,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","NO",0,15525,53280,0,24550,46675,0,140030
2011,"9/8/2011 7:50","MATERIAL/WELD/EQUIP FAILURE","CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",12836,100,"ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","YES","YES","NO",0,400000,1001020,0,100000,0,0,1501020
2011,"9/9/2011 5:30","OTHER OUTSIDE FORCE DAMAGE","OTHER OUTSIDE FORCE DAMAGE",0,0,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",9,0,300,0,780,0,2750,3830
2011,"9/10/2011 6:30","MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",0.05,20.83,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","NO",0,500,10,0,500,200,0,1210
2011,"9/11/2011 10:06","INCORRECT OPERATION","PIPELINE/EQUIPMENT OVERPRESSURED",0.17,100,"ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO",NA,0,0,10,0,0,0,0,10
2011,"9/12/2011 6:16","ALL OTHER CAUSES","MISCELLANEOUS",0.09,100,"OFFSHORE",NA,"CRUDE OIL","NO","NO","YES",289.53,2000000,10,0,0,0,0,2000010
2015,"7/9/2015 9:30","CORROSION","EXTERNAL",5,16.67,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","NO",0,5000,254,0,0,1000,0,6254
2011,"9/13/2011 8:00","ALL OTHER CAUSES","UNKNOWN",0.8,47.06,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO",NA,0,2000000,146,5000,120000,1218050,0,3343196
2015,"10/23/2015 11:20","CORROSION","INTERNAL",5,0.96,"ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","NO",0,15000,42000,0,25000,15000,10000,107000
2011,"9/15/2011 10:24","MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",0.35,100,"ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO","YES",65,125664,4950,0,31650,0,0,162264
2011,"9/19/2011 10:30","MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","NO",0,0,0,0,0,10200,0,10200
2011,"9/19/2011 13:35","MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",0,0,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",1.45,10000,50,0,1900,7600,0,19550
2016,"4/12/2016 11:00","CORROSION","INTERNAL",5,10,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","YES",24.5,40000,2000,0,5000,20000,0,67000
2016,"6/6/2016 7:00","CORROSION","INTERNAL",5,2.5,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","YES",15,26761,231,2000,83283,75000,0,187275
2011,"9/20/2011 10:22","EXCAVATION DAMAGE","THIRD PARTY EXCAVATION DAMAGE",324,54.45,"ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","NO",0,82070,0,0,497010,2818697,0,3397777
2011,"9/20/2011 14:47","MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",3.43,100,"ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO","YES",91.47,62500,42,0,5000,0,0,67542
2011,"9/21/2011 4:20","MATERIAL/WELD/EQUIP FAILURE","OTHER EQUIPMENT FAILURE",80,100,"ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO","YES",9.43,250,2640,0,9700,0,0,12590
2016,"8/3/2016 15:24","CORROSION","EXTERNAL",4.87,100,"ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO","YES",59.75,1000,133,0,134250,0,0,135383
2011,"9/24/2011 9:40","MATERIAL/WELD/EQUIP FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT",0.48,100,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO",NA,0,2000,70,0,0,5000,0,7070
2011,"9/25/2011 18:30","MATERIAL/WELD/EQUIP FAILURE","DEFECTIVE OR LOOSE TUBING/FITTING",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","YES",20.47,150,1600,0,2500,225000,0,229250
2011,"9/25/2011 18:45","MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","NO",0,20100,0,0,80000,20000,0,120100
2011,"9/26/2011 9:00","OTHER OUTSIDE FORCE DAMAGE","OTHER OUTSIDE FORCE DAMAGE",0,0,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","NO",0,54591,0,0,150000,161000,0,365591
2011,"9/28/2011 0:03","EXCAVATION DAMAGE","THIRD PARTY EXCAVATION DAMAGE",0,0,"ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",40.95,20000,357,0,0,17250,0,37607
2011,"9/29/2011 9:25","INCORRECT OPERATION","OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","NO",0,0,1000,0,10000,55000,0,66000
2014,"4/29/2014 8:30","CORROSION","EXTERNAL",4.5,100,"ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO","NO",0,45000,500,0,0,0,0,45500
2015,"5/4/2015 13:47","CORROSION","EXTERNAL",4.5,100,"ONSHORE","UNDERGROUND","CO2 (CARBON DIOXIDE)","NO","NO","YES",56.1,12000,25,0,0,0,0,12025
2011,"10/4/2011 7:20","MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",0,0,"ONSHORE","TANK","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","NO",0,4000,0,0,500,50000,0,54500
2015,"7/9/2015 9:00","CORROSION","EXTERNAL",4.5,100,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","YES",72,16451,225,0,20000,5000,0,41676
2010,"5/20/2010 10:30","CORROSION","EXTERNAL",4.1,100,"ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO","YES",81.33,35000,20000,0,15000,0,0,70000
2011,"10/6/2011 11:42","EXCAVATION DAMAGE","THIRD PARTY EXCAVATION DAMAGE",290,49.15,"ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",27.43,35000,62300,0,50000,520541,0,667841
2011,"10/6/2011 12:00","ALL OTHER CAUSES","UNKNOWN",0,0,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","NO",0,0,0,0,0,0,0,0
2011,"10/6/2011 22:00","MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",0.48,100,"ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO","NO",0,5000,0,0,1000,3000,0,9000
2011,"9/4/2011 7:10","CORROSION","INTERNAL",4.1,87.23,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO",NA,0,20000,427,0,8000,8000,0,36427
2011,"10/7/2011 9:32","EXCAVATION DAMAGE","THIRD PARTY EXCAVATION DAMAGE",990,30.01,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","YES",29.2,919,104140,11000,403295,66217,180979,766550
2011,"10/10/2011 13:15","INCORRECT OPERATION","OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP",200,95.24,"ONSHORE","TANK","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","NO",0,0,17000,0,500,53030,0,70530
2011,"10/11/2011 8:00","INCORRECT OPERATION","INCORRECT INSTALLATION",0,0,"ONSHORE","TANK","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","NO",0,0,750,0,13000,0,0,13750
2010,"12/9/2010 18:12","CORROSION","INTERNAL",4,2.01,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","YES",326,46397,17413,0,389430,3000,0,456240
2011,"10/12/2011 12:30","MATERIAL/WELD/EQUIP FAILURE","THREADED CONNECTION/COUPLING FAILURE",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","NO",0,12000,3500,0,102000,177500,0,295000
2011,"10/13/2011 12:00","MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",0.12,100,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","NO",0,0,10,0,0,0,0,10
2011,"10/14/2011 9:20","MATERIAL/WELD/EQUIP FAILURE","THREADED CONNECTION/COUPLING FAILURE",0,0,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",2.67,0,0,0,500,0,0,500
2011,"10/14/2011 16:20","INCORRECT OPERATION","INCORRECT VALVE POSITION",3,100,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","NO",0,0,270,0,2066,0,0,2336
2011,"10/14/2011 19:45","MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",0,0,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","NO",0,15000,56,0,2000,400,0,17456
2011,"10/15/2011 11:00","MATERIAL/WELD/EQUIP FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","YES",1.25,1500,2000,0,9000,29000,0,41500
2011,"10/17/2011 10:15","INCORRECT OPERATION","INCORRECT INSTALLATION",0,0,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","NO",0,0,60,0,0,500,0,560
2011,"10/17/2011 16:55","MATERIAL/WELD/EQUIP FAILURE","DEFECTIVE OR LOOSE TUBING/FITTING",0,0,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",4.33,20,235,0,500,4745,0,5500
2011,"10/19/2011 14:18","MATERIAL/WELD/EQUIP FAILURE","CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0.35,100,"ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO",NA,0,17500,20,0,0,7550,0,25070
2011,"10/20/2011 12:59","MATERIAL/WELD/EQUIP FAILURE","OTHER EQUIPMENT FAILURE",0,0,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",3.02,100,2840,0,1000,0,31500,35440
2011,"10/23/2011 7:30","CORROSION","EXTERNAL",4,100,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","NO",0,5000,400,0,0,1000,0,6400
2015,"2/24/2015 11:55","CORROSION","INTERNAL",4,4.71,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","YES",0,8000,3100,0,2000,150000,0,163100
2011,"10/26/2011 15:20","INCORRECT OPERATION","OTHER INCORRECT OPERATION",0.1,1.05,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","NO",0,0,0,0,20000,0,0,20000
2011,"10/27/2011 7:00","ALL OTHER CAUSES","MISCELLANEOUS",3,50,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO",NA,0,1000,540,0,18000,10000,0,29540
2011,"10/27/2011 19:30","MATERIAL/WELD/EQUIP FAILURE","DEFECTIVE OR LOOSE TUBING/FITTING",0.23,100,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO",NA,0,0,25,0,0,750,0,775
2015,"10/29/2015 10:45","CORROSION","EXTERNAL",4,44.44,"ONSHORE","TRANSITION AREA","CRUDE OIL","NO","NO","YES",21,100,160,0,800,0,0,1060
2011,"11/2/2011 19:00","MATERIAL/WELD/EQUIP FAILURE","DEFECTIVE OR LOOSE TUBING/FITTING",0.48,100,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO",NA,0,0,45,0,0,0,0,45
2015,"10/30/2015 10:24","CORROSION","EXTERNAL",4,100,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","NO",0,0,160,0,600,0,0,760
2011,"11/7/2011 14:01","EXCAVATION DAMAGE","THIRD PARTY EXCAVATION DAMAGE",5648,100,"ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO","NO",0,155534,322105,0,2000,0,0,479639
2015,"10/30/2015 11:30","CORROSION","EXTERNAL",4,20,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","NO",0,600,160,16000,390,30000,0,47150
2011,"11/8/2011 10:00","MATERIAL/WELD/EQUIP FAILURE","MANUFACTURING-RELATED",0.23,100,"ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO","YES",248,517016,35296,0,0,0,0,552312
2011,"11/8/2011 10:10","MATERIAL/WELD/EQUIP FAILURE","OTHER EQUIPMENT FAILURE",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","YES",5.17,2300,0,0,3000,2000,0,7300
2011,"11/10/2011 6:45","MATERIAL/WELD/EQUIP FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT",0.1,10.53,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO",NA,0,16000,100,0,0,0,0,16100
2011,"11/11/2011 15:14","INCORRECT OPERATION","PIPELINE/EQUIPMENT OVERPRESSURED",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO",NA,0,1000,10,0,1000,0,0,2010
2011,"11/12/2011 14:45","MATERIAL/WELD/EQUIP FAILURE","OTHER EQUIPMENT FAILURE",1.5,100,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO",NA,0,40,150,0,5000,0,0,5190
2011,"11/13/2011 8:00","EXCAVATION DAMAGE","THIRD PARTY EXCAVATION DAMAGE",80,40,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","YES",31,29525,3630,0,2835,4353,0,40343
2011,"11/13/2011 14:14","MATERIAL/WELD/EQUIP FAILURE","CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0,0,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","YES",37.77,38920,9000,0,1392,0,0,49312
2011,"11/14/2011 2:57","MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",1905,97.29,"ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",8.65,15830,282301,17000,2000,1555415,0,1872546
2011,"11/14/2011 9:20","INCORRECT OPERATION","DAMAGE BY OPERATOR OR OPERATOR'S CONTRACTOR",1330,100,"ONSHORE","TANK","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO","YES",22.5,0,87130,0,0,0,0,87130
2011,"11/15/2011 15:53","ALL OTHER CAUSES","MISCELLANEOUS",0,0,"ONSHORE","TANK","CRUDE OIL","NO","NO","YES",184,385000,900,0,0,0,0,385900
2016,"2/3/2016 8:15","CORROSION","INTERNAL",3.5,87.5,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","NO",0,22350,101,0,7500,12500,0,42451
2011,"11/17/2011 11:02","MATERIAL/WELD/EQUIP FAILURE","CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0,0,"ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",113.58,313899,0,0,4000,142645,0,460544
2011,"11/20/2011 9:30","MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",0,0,"ONSHORE","TANK","CRUDE OIL","NO","NO","NO",0,1100,0,0,0,2000,0,3100
2011,"11/21/2011 10:15","MATERIAL/WELD/EQUIP FAILURE","THREADED CONNECTION/COUPLING FAILURE",0,0,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","NO",0,1800,200,0,4500,7800,0,14300
2011,"11/21/2011 11:57","EXCAVATION DAMAGE","THIRD PARTY EXCAVATION DAMAGE",0,0,"ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",19.38,660000,1,19600,27000,2750,0,709351
